product_key,quantity_sold,return_quantity,product_brand,product_name,return_rate_pct
427,546,7.0,Steady,Steady Toothpaste,1.282051282051282
1346,546,7.0,Carrington,Carrington Chicken TV Dinner,1.282051282051282
903,624,8.0,Fantastic,Fantastic Rye Bread,1.282051282051282
321,546,7.0,Excellent,Excellent Apple Juice,1.282051282051282
345,625,8.0,Better,Better Fancy Canned Clams,1.28
891,547,7.0,Discover,Discover Thai Rice,1.2797074954296161
112,549,7.0,Golden,Golden Lemon Popsicles,1.2750455373406193
258,549,7.0,Choice,Choice Spicy Mints,1.2750455373406193
230,549,7.0,Best Choice,Best Choice No Salt Popcorn,1.2750455373406193
246,471,6.0,Best Choice,Best Choice Raspberry Fruit Roll,1.2738853503184715
752,471,6.0,Consolidated,Consolidated Laundry Detergent,1.2738853503184715
336,628,8.0,Better,Better Chicken Noodle Soup,1.2738853503184715
372,550,7.0,Carlson,Carlson Strawberry Yogurt,1.2727272727272727
712,550,7.0,Imagine,Imagine Waffles,1.2727272727272727
197,472,6.0,High Top,High Top Golden Delcious Apples,1.2711864406779663
449,551,7.0,Red Wing,Red Wing AAA-Size Batteries,1.2704174228675136
390,551,7.0,Urban,Urban Small Eggs,1.2704174228675136
844,552,7.0,Nationeel,Nationeel Chocolate Chip Cookies,1.2681159420289856
456,632,8.0,Red Wing,Red Wing 25 Watt Lightbulb,1.2658227848101267
1480,553,7.0,Fort West,Fort West Low Fat Popcorn,1.2658227848101267
395,554,7.0,Big Time,Big Time Frozen Chicken Breast,1.263537906137184
1292,554,7.0,Booker,Booker Low Fat Cottage Cheese,1.263537906137184
493,554,7.0,Tell Tale,Tell Tale Elephant Garlic,1.263537906137184
659,475,6.0,Bravo,Bravo Rice Soup,1.263157894736842
1386,555,7.0,Sunset,Sunset 100 Watt Lightbulb,1.2612612612612613
7,477,6.0,Washington,Washington Diet Cola,1.257861635220126
919,557,7.0,BBB Best,BBB Best Corn Oil,1.2567324955116697
715,557,7.0,Imagine,Imagine Frozen Mushroom Pizza,1.2567324955116697
152,478,6.0,Denny,Denny Tissues,1.2552301255230125
408,638,8.0,Big Time,Big Time Chicken TV Dinner,1.2539184952978055
463,639,8.0,Red Wing,Red Wing Tissues,1.2519561815336464
871,480,6.0,Nationeel,Nationeel Raisins,1.25
11,560,7.0,Washington,Washington Apple Drink,1.25
1559,240,3.0,CDR,CDR Apple Preserves,1.25
1128,560,7.0,Tri-State,Tri-State Dried Mushrooms,1.25
629,641,8.0,Token,Token Diet Cola,1.24804992199688
987,561,7.0,Even Better,Even Better Low Fat String Cheese,1.2477718360071302
268,561,7.0,Good,Good Chardonnay Wine,1.2477718360071302
271,562,7.0,Good,Good Chardonnay,1.2455516014234875
969,562,7.0,Just Right,Just Right Canned Tuna in Oil,1.2455516014234875
282,563,7.0,Great,Great Wheat Bread,1.2433392539964476
1316,563,7.0,Lake,Lake Turkey Hot Dogs,1.2433392539964476
573,483,6.0,Shady Lake,Shady Lake Manicotti,1.2422360248447204
1428,645,8.0,Hermanos,Hermanos Green Pepper,1.2403100775193798
453,484,6.0,Red Wing,Red Wing Toilet Bowl Cleaner,1.2396694214876034
1452,565,7.0,Hermanos,Hermanos Broccoli,1.238938053097345
1333,565,7.0,Carrington,Carrington Frozen Chicken Breast,1.238938053097345
1022,485,6.0,PigTail,PigTail Frozen Chicken Breast,1.2371134020618557
479,566,7.0,Dollar,Dollar Monthly Computer Magazine,1.2367491166077738
455,647,8.0,Red Wing,Red Wing Glass Cleaner,1.2364760432766615
1166,567,7.0,Horatio,Horatio Cheese Crackers,1.2345679012345678
37,487,6.0,Blue Label,Blue Label Rice Soup,1.2320328542094456
1533,487,6.0,CDR,CDR Chunky Peanut Butter,1.2320328542094456
1330,487,6.0,Giant,Giant Egg Substitute,1.2320328542094456
1409,651,8.0,Sunset,Sunset Economy Toilet Brush,1.228878648233487
133,570,7.0,Denny,Denny Plastic Forks,1.2280701754385965
264,570,7.0,Medalist,Medalist Thai Rice,1.2280701754385965
1190,570,7.0,Horatio,Horatio Frosted Donuts,1.2280701754385965
332,570,7.0,Better,Better Vegetable Soup,1.2280701754385965
510,571,7.0,Tell Tale,Tell Tale Lemons,1.2259194395796849
1139,571,7.0,Tri-State,Tri-State Plums,1.2259194395796849
1502,490,6.0,Gulf Coast,Gulf Coast Tasty Candy Bar,1.2244897959183674
1,245,3.0,Washington,Washington Berry Juice,1.2244897959183674
296,490,6.0,Super,Super Columbian Coffee,1.2244897959183674
59,491,6.0,Club,Club 1% Milk,1.2219959266802443
256,491,6.0,Choice,Choice Semi-Sweet Chocolate Bar,1.2219959266802443
441,573,7.0,Steady,Steady Laundry Detergent,1.2216404886561953
24,574,7.0,Blue Label,Blue Label Regular Ramen Soup,1.2195121951219512
713,492,6.0,Imagine,Imagine Frozen Pepperoni Pizza,1.2195121951219512
679,492,6.0,Gorilla,Gorilla Buttermilk,1.2195121951219512
174,492,6.0,High Top,High Top Sweet Peas,1.2195121951219512
600,575,7.0,Landslide,Landslide Decaf Coffee,1.2173913043478262
794,575,7.0,Ebony,Ebony Corn on the Cob,1.2173913043478262
1388,575,7.0,Sunset,Sunset Paper Plates,1.2173913043478262
841,575,7.0,Nationeel,Nationeel Corn Chips,1.2173913043478262
563,575,7.0,Fast,Fast Frosted Donuts,1.2173913043478262
27,576,7.0,Blue Label,Blue Label Beef Soup,1.215277777777778
1220,576,7.0,Sphinx,Sphinx Wheat Bread,1.215277777777778
261,576,7.0,Medalist,Medalist Ravioli,1.215277777777778
630,494,6.0,Token,Token Orange Juice,1.214574898785425
312,577,7.0,Excellent,Excellent Berry Juice,1.2131715771230502
398,577,7.0,Big Time,Big Time Frozen Sausage Pizza,1.2131715771230502
1383,577,7.0,Sunset,Sunset Plastic Spoons,1.2131715771230502
1268,577,7.0,Pleasant,Pleasant Chicken Soup,1.2131715771230502
543,495,6.0,Fast,Fast Salsa Dip,1.2121212121212122
41,495,6.0,Queen,Queen Eyeglass Screwdriver,1.2121212121212122
287,578,7.0,Super,Super White Sugar,1.2110726643598615
799,496,6.0,Ebony,Ebony Prepared Salad,1.2096774193548387
703,497,6.0,Jumbo,Jumbo Egg Substitute,1.2072434607645874
1410,497,6.0,Sunset,Sunset Scissors,1.2072434607645874
65,497,6.0,Red Spade,Red Spade Beef Bologna,1.2072434607645874
113,415,5.0,Faux Products,Faux Products Silky Smooth Hair Conditioner,1.2048192771084338
552,498,6.0,Fast,Fast Sesame Crackers,1.2048192771084338
61,498,6.0,Club,Club Strawberry Yogurt,1.2048192771084338
562,499,6.0,Fast,Fast Dried Apricots,1.2024048096192386
298,499,6.0,Super,Super Pepper,1.2024048096192386
451,583,7.0,Red Wing,Red Wing Paper Cups,1.2006861063464835
1244,500,6.0,Plato,Plato Strawberry Jam,1.2
895,584,7.0,Pearl,Pearl Chardonnay Wine,1.1986301369863013
1253,501,6.0,Skinner,Skinner Cream Soda,1.1976047904191618
125,502,6.0,Faux Products,Faux Products 200 MG Acetominifen,1.1952191235059761
949,502,6.0,Fabulous,Fabulous Apple Drink,1.1952191235059761
1439,502,6.0,Hermanos,Hermanos Dried Mushrooms,1.1952191235059761
361,586,7.0,Carlson,Carlson Havarti Cheese,1.1945392491467577
401,503,6.0,Big Time,Big Time Waffles,1.1928429423459244
162,503,6.0,Denny,Denny Large Sponge,1.1928429423459244
1490,504,6.0,Fort West,Fort West Sesame Crackers,1.1904761904761905
723,505,6.0,Imagine,Imagine Home Style French Fries,1.188118811881188
557,506,6.0,Fast,Fast Raspberry Fruit Roll,1.185770750988142
1496,506,6.0,Fort West,Fort West Grape Fruit Roll,1.185770750988142
1065,506,6.0,Bird Call,Bird Call Dishwasher Detergent,1.185770750988142
707,507,6.0,Imagine,Imagine Frozen Pancakes,1.183431952662722
139,508,6.0,Denny,Denny Paper Plates,1.1811023622047243
1550,508,6.0,CDR,CDR Apple Butter,1.1811023622047243
1365,593,7.0,Hilltop,Hilltop Toothpaste,1.1804384485666104
537,509,6.0,Fast,Fast Lemon Cookies,1.1787819253438114
1193,509,6.0,Musial,Musial Malted Milk Balls,1.1787819253438114
585,509,6.0,Colony,Colony Pumpernickel Bread,1.1787819253438114
1088,510,6.0,High Quality,High Quality Scented Tissue,1.1764705882352942
1176,510,6.0,Horatio,Horatio Beef Jerky,1.1764705882352942
399,596,7.0,Big Time,Big Time Blueberry Waffles,1.174496644295302
747,511,6.0,Consolidated,Consolidated 200 MG Acetominifen,1.1741682974559686
143,511,6.0,Denny,Denny Counter Cleaner,1.1741682974559686
1329,511,6.0,Giant,Giant Large Eggs,1.1741682974559686
1052,512,6.0,Bird Call,Bird Call Tartar Control Toothpaste,1.171875
1035,512,6.0,PigTail,PigTail Chicken TV Dinner,1.171875
588,512,6.0,Colony,Colony English Muffins,1.171875
1537,427,5.0,CDR,CDR French Roast Coffee,1.1709601873536302
356,598,7.0,Carlson,Carlson Sour Cream,1.1705685618729096
791,598,7.0,Excel,Excel Monthly Home Magazine,1.1705685618729096
1355,513,6.0,Carrington,Carrington Frozen Broccoli,1.1695906432748537
483,599,7.0,Tell Tale,Tell Tale Corn on the Cob,1.1686143572621035
375,599,7.0,Moms,Moms Pimento Loaf,1.1686143572621035
1542,428,5.0,CDR,CDR Tomato Sauce,1.1682242990654206
814,600,7.0,Ebony,Ebony Squash,1.1666666666666667
1529,515,6.0,Modell,Modell Bagels,1.1650485436893203
234,515,6.0,Best Choice,Best Choice Salted Pretzels,1.1650485436893203
1390,601,7.0,Sunset,Sunset 75 Watt Lightbulb,1.1647254575707155
444,601,7.0,Red Wing,Red Wing Plastic Forks,1.1647254575707155
1423,601,7.0,Hermanos,Hermanos Sweet Peas,1.1647254575707155
1481,430,5.0,Fort West,Fort West Salsa Dip,1.1627906976744187
941,602,7.0,Fabulous,Fabulous Strawberry Drink,1.1627906976744187
817,516,6.0,Ebony,Ebony Almonds,1.1627906976744187
615,516,6.0,Landslide,Landslide Grape Jam,1.1627906976744187
845,516,6.0,Nationeel,Nationeel Fudge Cookies,1.1627906976744187
848,603,7.0,Nationeel,Nationeel Lemon Cookies,1.1608623548922055
951,603,7.0,Special,Special Corn Puffs,1.1608623548922055
119,517,6.0,Faux Products,Faux Products Extra Moisture Shampoo,1.160541586073501
914,604,7.0,BBB Best,BBB Best White Sugar,1.1589403973509933
293,518,6.0,Super,Super Tomato Sauce,1.1583011583011582
51,432,5.0,Club,Club Head Cheese,1.1574074074074074
178,432,5.0,High Top,High Top Onions,1.1574074074074074
947,605,7.0,Fabulous,Fabulous Cranberry Juice,1.1570247933884297
164,519,6.0,Ship Shape,Ship Shape Extra Lean Hamburger,1.1560693641618496
207,520,6.0,High Top,High Top Sweet Onion,1.153846153846154
1221,520,6.0,Plato,Plato Sesame Oil,1.153846153846154
208,434,5.0,High Top,High Top Cantelope,1.1520737327188941
279,521,6.0,Great,Great Muffins,1.1516314779270633
1260,522,6.0,Skinner,Skinner Apple Drink,1.1494252873563218
584,522,6.0,Walrus,Walrus Light Beer,1.1494252873563218
617,610,7.0,Landslide,Landslide Strawberry Jam,1.1475409836065573
1317,523,6.0,Lake,Lake Foot-Long Hot Dogs,1.147227533460803
357,611,7.0,Carlson,Carlson Jack Cheese,1.1456628477905073
165,525,6.0,Ship Shape,Ship Shape Seasoned Hamburger,1.1428571428571428
1068,525,6.0,Bird Call,Bird Call Laundry Detergent,1.1428571428571428
1127,525,6.0,Tri-State,Tri-State Baby Onion,1.1428571428571428
1437,525,6.0,Hermanos,Hermanos Mushrooms,1.1428571428571428
353,613,7.0,Black Tie,Black Tie City Map,1.1419249592169658
1029,526,6.0,PigTail,PigTail Frozen Pepperoni Pizza,1.1406844106463878
389,614,7.0,Urban,Urban Large Brown Eggs,1.1400651465798046
1497,527,6.0,Fort West,Fort West Dried Dates,1.1385199240986716
1130,528,6.0,Tri-State,Tri-State Squash,1.1363636363636365
244,529,6.0,Best Choice,Best Choice Apple Fruit Roll,1.1342155009451798
384,618,7.0,Moms,Moms Sliced Turkey,1.132686084142395
1067,530,6.0,Bird Call,Bird Call Childrens Cold Remedy,1.1320754716981132
446,619,7.0,Red Wing,Red Wing Plastic Knives,1.1308562197092082
360,619,7.0,Carlson,Carlson Low Fat String Cheese,1.1308562197092082
1436,619,7.0,Hermanos,Hermanos Tomatos,1.1308562197092082
823,531,6.0,Ebony,Ebony Plums,1.1299435028248588
755,532,6.0,Cormorant,Cormorant Plastic Forks,1.1278195488721803
26,532,6.0,Blue Label,Blue Label Turkey Noodle Soup,1.1278195488721803
1249,444,5.0,Plato,Plato Grape Jelly,1.1261261261261262
907,533,6.0,Fantastic,Fantastic Bagels,1.125703564727955
989,533,6.0,Even Better,Even Better Head Cheese,1.125703564727955
373,623,7.0,Carlson,Carlson Blueberry Yogurt,1.1235955056179776
656,534,6.0,Bravo,Bravo Fancy Canned Clams,1.1235955056179776
273,534,6.0,Good,Good Light Beer,1.1235955056179776
528,535,6.0,Fast,Fast Low Fat Cookies,1.1214953271028036
890,535,6.0,Discover,Discover Spaghetti,1.1214953271028036
304,625,7.0,Super,Super Grape Jam,1.1199999999999999
1103,537,6.0,Genteel,Genteel Seasoned Hamburger,1.1173184357541899
948,627,7.0,Fabulous,Fabulous Apple Juice,1.1164274322169059
806,538,6.0,Ebony,Ebony Garlic,1.1152416356877324
359,538,6.0,Carlson,Carlson String Cheese,1.1152416356877324
1313,539,6.0,Lake,Lake Pimento Loaf,1.1131725417439702
1482,539,6.0,Fort West,Fort West Avocado Dip,1.1131725417439702
1101,450,5.0,High Quality,High Quality Screw Driver,1.1111111111111112
240,453,5.0,Best Choice,Best Choice Low Fat Chips,1.1037527593818985
608,544,6.0,Landslide,Landslide Strawberry Jelly,1.1029411764705883
322,545,6.0,Excellent,Excellent Apple Drink,1.1009174311926606
1532,455,5.0,CDR,CDR Sesame Oil,1.098901098901099
1370,546,6.0,Hilltop,Hilltop Apricot Shampoo,1.098901098901099
959,547,6.0,Just Right,Just Right Vegetable Soup,1.0968921389396709
267,547,6.0,Good,Good Light Wine,1.0968921389396709
63,456,5.0,Red Spade,Red Spade Chicken Hot Dogs,1.0964912280701753
711,548,6.0,Imagine,Imagine Fajita French Fries,1.094890510948905
1258,457,5.0,Skinner,Skinner Cranberry Juice,1.0940919037199124
1511,549,6.0,Jardon,Jardon Manicotti,1.092896174863388
808,550,6.0,Ebony,Ebony Cauliflower,1.090909090909091
1434,643,7.0,Hermanos,Hermanos Potatos,1.088646967340591
825,553,6.0,Ebony,Ebony Broccoli,1.0849909584086799
1524,461,5.0,Modell,Modell White Bread,1.0845986984815619
292,554,6.0,Super,Super Corn Oil,1.083032490974729
1322,555,6.0,Lake,Lake Sliced Turkey,1.0810810810810811
1283,556,6.0,Pleasant,Pleasant Fancy Canned Clams,1.079136690647482
597,556,6.0,Landslide,Landslide Brown Sugar,1.079136690647482
1269,464,5.0,Pleasant,Pleasant Canned Yams,1.0775862068965518
1473,557,6.0,Fort West,Fort West Fudge Brownies,1.0771992818671454
137,557,6.0,Denny,Denny 100 Watt Lightbulb,1.0771992818671454
1197,557,6.0,Musial,Musial Mints,1.0771992818671454
579,465,5.0,Walrus,Walrus Chardonnay Wine,1.0752688172043012
1261,558,6.0,Johnson,Johnson Oatmeal,1.0752688172043012
618,559,6.0,Landslide,Landslide Creamy Peanut Butter,1.073345259391771
551,559,6.0,Fast,Fast Low Fat Chips,1.073345259391771
905,560,6.0,Fantastic,Fantastic Cranberry Muffins,1.0714285714285714
1226,561,6.0,Plato,Plato French Roast Coffee,1.06951871657754
194,468,5.0,High Top,High Top Firm Tofu,1.0683760683760684
594,468,5.0,Landslide,Landslide Sesame Oil,1.0683760683760684
754,562,6.0,Cormorant,Cormorant 60 Watt Lightbulb,1.0676156583629894
1527,469,5.0,Modell,Modell Cranberry Muffins,1.0660980810234542
1113,563,6.0,Tri-State,Tri-State New Potatos,1.0657193605683837
572,563,6.0,Shady Lake,Shady Lake Ravioli,1.0657193605683837
566,470,5.0,Atomic,Atomic Malted Milk Balls,1.0638297872340425
504,564,6.0,Tell Tale,Tell Tale Limes,1.0638297872340425
859,564,6.0,Nationeel,Nationeel Mini Donuts,1.0638297872340425
1125,470,5.0,Tri-State,Tri-State Tomatos,1.0638297872340425
939,565,6.0,Fabulous,Fabulous Berry Juice,1.0619469026548671
1272,565,6.0,Pleasant,Pleasant Noodle Soup,1.0619469026548671
1070,566,6.0,High Quality,High Quality 60 Watt Lightbulb,1.0600706713780919
696,566,6.0,Cutting Edge,Cutting Edge Sliced Ham,1.0600706713780919
171,472,5.0,High Top,High Top Summer Squash,1.059322033898305
68,472,5.0,Red Spade,Red Spade Foot-Long Hot Dogs,1.059322033898305
1206,567,6.0,Portsmouth,Portsmouth Chardonnay Wine,1.0582010582010581
797,568,6.0,Ebony,Ebony New Potatos,1.056338028169014
1018,569,6.0,National,National Large Eggs,1.054481546572935
1420,569,6.0,Hermanos,Hermanos Summer Squash,1.054481546572935
1408,570,6.0,Sunset,Sunset Copper Pot Scrubber,1.0526315789473684
1034,475,5.0,PigTail,PigTail Turkey TV Dinner,1.0526315789473684
1463,570,6.0,Hermanos,Hermanos Party Nuts,1.0526315789473684
160,475,5.0,Denny,Denny Economy Toilet Brush,1.0526315789473684
1547,571,6.0,CDR,CDR Pepper,1.0507880910683012
1421,571,6.0,Hermanos,Hermanos Corn on the Cob,1.0507880910683012
114,476,5.0,Faux Products,Faux Products Tartar Control Toothpaste,1.050420168067227
632,476,5.0,Token,Token Apple Juice,1.050420168067227
692,572,6.0,Cutting Edge,Cutting Edge Cole Slaw,1.048951048951049
1339,572,6.0,Carrington,Carrington Waffles,1.048951048951049
1192,572,6.0,Musial,Musial Mint Chocolate Bar,1.048951048951049
1385,477,5.0,Sunset,Sunset C-Size Batteries,1.0482180293501049
1013,477,5.0,American,American Potato Salad,1.0482180293501049
392,573,6.0,Urban,Urban Egg Substitute,1.0471204188481675
118,574,6.0,Faux Products,Faux Products Conditioning Shampoo,1.0452961672473868
116,479,5.0,Faux Products,Faux Products Toothpaste,1.0438413361169103
154,479,5.0,Denny,Denny Room Freshener,1.0438413361169103
269,576,6.0,Good,Good Chablis Wine,1.0416666666666665
515,480,5.0,Tell Tale,Tell Tale Mandarin Oranges,1.0416666666666665
1374,577,6.0,Hilltop,Hilltop 200 MG Acetominifen,1.0398613518197575
13,481,5.0,Jeffers,Jeffers Corn Puffs,1.0395010395010396
1170,481,5.0,Horatio,Horatio Salsa Dip,1.0395010395010396
1407,578,6.0,Sunset,Sunset Silver Cleaner,1.0380622837370241
672,482,5.0,Gorilla,Gorilla Havarti Cheese,1.0373443983402488
1021,482,5.0,PigTail,PigTail Orange Popsicles,1.0373443983402488
1207,483,5.0,Portsmouth,Portsmouth Chablis Wine,1.0351966873706004
1378,580,6.0,Hilltop,Hilltop Childrens Cold Remedy,1.0344827586206897
1177,580,6.0,Horatio,Horatio Chocolate Donuts,1.0344827586206897
339,581,6.0,Better,Better Canned Peas,1.0327022375215147
1288,581,6.0,Toucan,Toucan Canned Peaches,1.0327022375215147
910,582,6.0,BBB Best,BBB Best Sesame Oil,1.0309278350515463
320,583,6.0,Excellent,Excellent Cranberry Juice,1.0291595197255576
388,583,6.0,Urban,Urban Small Brown Eggs,1.0291595197255576
1323,486,5.0,Lake,Lake Sliced Ham,1.02880658436214
1061,486,5.0,Bird Call,Bird Call Buffered Aspirin,1.02880658436214
811,486,5.0,Ebony,Ebony Baby Onion,1.02880658436214
1048,584,6.0,PigTail,PigTail Frozen Chicken Thighs,1.0273972602739725
1091,584,6.0,High Quality,High Quality Scented Toilet Tissue,1.0273972602739725
323,584,6.0,Best,Best Oatmeal,1.0273972602739725
912,488,5.0,BBB Best,BBB Best Hot Chocolate,1.0245901639344261
450,488,5.0,Red Wing,Red Wing Paper Plates,1.0245901639344261
140,489,5.0,Denny,Denny Paper Cups,1.0224948875255624
183,489,5.0,High Top,High Top Red Pepper,1.0224948875255624
1172,587,6.0,Horatio,Horatio Salted Pretzels,1.0221465076660987
369,587,6.0,Carlson,Carlson Chocolate Milk,1.0221465076660987
214,490,5.0,High Top,High Top Party Nuts,1.0204081632653061
418,589,6.0,Big Time,Big Time Frozen Corn,1.0186757215619695
1186,491,5.0,Horatio,Horatio Dried Dates,1.0183299389002036
1255,491,5.0,Skinner,Skinner Cola,1.0183299389002036
461,493,5.0,Red Wing,Red Wing Scented Tissue,1.0141987829614605
641,493,5.0,Bravo,Bravo Chicken Soup,1.0141987829614605
387,592,6.0,Moms,Moms Sliced Chicken,1.0135135135135136
1235,592,6.0,Plato,Plato Strawberry Jelly,1.0135135135135136
275,592,6.0,Great,Great White Bread,1.0135135135135136
1443,592,6.0,Hermanos,Hermanos Firm Tofu,1.0135135135135136
1213,592,6.0,Sphinx,Sphinx White Bread,1.0135135135135136
669,495,5.0,Gorilla,Gorilla Muenster Cheese,1.0101010101010102
1281,594,6.0,Pleasant,Pleasant Large Canned Shrimp,1.0101010101010102
284,594,6.0,Super,Super Chunky Peanut Butter,1.0101010101010102
241,497,5.0,Best Choice,Best Choice Sesame Crackers,1.0060362173038229
1131,497,5.0,Tri-State,Tri-State Limes,1.0060362173038229
616,498,5.0,Landslide,Landslide Apple Jam,1.0040160642570282
1112,498,5.0,Tri-State,Tri-State Sweet Peas,1.0040160642570282
199,499,5.0,High Top,High Top Lemons,1.002004008016032
15,500,5.0,Jeffers,Jeffers Grits,1.0
840,600,6.0,Nationeel,Nationeel BBQ Potato Chips,1.0
1397,601,6.0,Sunset,Sunset Paper Towels,0.9983361064891847
1081,501,5.0,High Quality,High Quality Counter Cleaner,0.998003992015968
205,501,5.0,High Top,High Top Mixed Nuts,0.998003992015968
1250,501,5.0,Skinner,Skinner Berry Juice,0.998003992015968
1402,501,5.0,Sunset,Sunset Scented Toilet Tissue,0.998003992015968
216,503,5.0,Tip Top,Tip Top Scallops,0.9940357852882704
501,604,6.0,Tell Tale,Tell Tale Dried Mushrooms,0.9933774834437087
1270,505,5.0,Pleasant,Pleasant Vegetable Soup,0.9900990099009901
145,505,5.0,Denny,Denny 25 Watt Lightbulb,0.9900990099009901
1404,505,5.0,Sunset,Sunset Frying Pan,0.9900990099009901
732,506,5.0,Imagine,Imagine Frozen Chicken Thighs,0.9881422924901186
368,609,6.0,Carlson,Carlson Buttermilk,0.9852216748768473
722,508,5.0,Imagine,Imagine Grape Popsicles,0.984251968503937
684,508,5.0,Gorilla,Gorilla Blueberry Yogurt,0.984251968503937
709,509,5.0,Imagine,Imagine Frozen Sausage Pizza,0.9823182711198428
374,611,6.0,Moms,Moms Chicken Hot Dogs,0.9819967266775778
404,612,6.0,Big Time,Big Time Frozen Mushroom Pizza,0.9803921568627451
1474,511,5.0,Fort West,Fort West Potato Chips,0.9784735812133072
950,511,5.0,Special,Special Oatmeal,0.9784735812133072
1004,511,5.0,American,American Low Fat Bologna,0.9784735812133072
1422,511,5.0,Hermanos,Hermanos Asparagus,0.9784735812133072
1536,511,5.0,CDR,CDR White Sugar,0.9784735812133072
1354,511,5.0,Carrington,Carrington Frozen Cauliflower,0.9784735812133072
225,511,5.0,Best Choice,Best Choice Potato Chips,0.9784735812133072
1263,511,5.0,Johnson,Johnson Wheat Puffs,0.9784735812133072
613,512,5.0,Landslide,Landslide Oregano,0.9765625
106,513,5.0,Golden,Golden Frozen Broccoli,0.9746588693957114
583,514,5.0,Walrus,Walrus White Zinfandel Wine,0.9727626459143969
299,514,5.0,Super,Super Low Fat Apple Butter,0.9727626459143969
184,514,5.0,High Top,High Top Garlic,0.9727626459143969
23,515,5.0,Blue Label,Blue Label Noodle Soup,0.9708737864077669
123,515,5.0,Faux Products,Faux Products Buffered Aspirin,0.9708737864077669
443,619,6.0,Red Wing,Red Wing 60 Watt Lightbulb,0.9693053311793215
1252,619,6.0,Skinner,Skinner Strawberry Drink,0.9693053311793215
355,516,5.0,Carlson,Carlson Low Fat Sour Cream,0.9689922480620154
1111,517,5.0,Tri-State,Tri-State Asparagus,0.9671179883945842
1142,517,5.0,Tri-State,Tri-State Mandarin Oranges,0.9671179883945842
888,517,5.0,Discover,Discover Ravioli,0.9671179883945842
1328,518,5.0,Giant,Giant Small Eggs,0.9652509652509652
524,518,5.0,Tell Tale,Tell Tale Tangerines,0.9652509652509652
1389,622,6.0,Sunset,Sunset Paper Cups,0.964630225080386
338,519,5.0,Better,Better Beef Soup,0.9633911368015413
20,519,5.0,Blue Label,Blue Label Canned Yams,0.9633911368015413
109,519,5.0,Golden,Golden Popsicles,0.9633911368015413
674,519,5.0,Gorilla,Gorilla Cheese Spread,0.9633911368015413
129,519,5.0,Faux Products,Faux Products Childrens Cold Remedy,0.9633911368015413
1143,520,5.0,Tri-State,Tri-State Mixed Nuts,0.9615384615384616
944,520,5.0,Fabulous,Fabulous Cola,0.9615384615384616
532,520,5.0,Fast,Fast Sugar Cookies,0.9615384615384616
108,521,5.0,Golden,Golden Frozen Peas,0.9596928982725527
539,521,5.0,Fast,Fast Cheese Crackers,0.9596928982725527
666,521,5.0,Gorilla,Gorilla Low Fat Sour Cream,0.9596928982725527
371,626,6.0,Carlson,Carlson Whole Milk,0.9584664536741214
738,522,5.0,Consolidated,Consolidated Toothpaste,0.9578544061302682
815,522,5.0,Ebony,Ebony Limes,0.9578544061302682
90,522,5.0,Golden,Golden Waffles,0.9578544061302682
331,523,5.0,Better,Better Canned Yams,0.9560229445506693
587,524,5.0,Colony,Colony Rye Bread,0.9541984732824428
1442,524,5.0,Hermanos,Hermanos Limes,0.9541984732824428
1086,524,5.0,High Quality,High Quality Paper Towels,0.9541984732824428
946,629,6.0,Fabulous,Fabulous Orange Juice,0.9538950715421303
492,630,6.0,Tell Tale,Tell Tale Lettuce,0.9523809523809524
653,525,5.0,Bravo,Bravo Canned Tuna in Oil,0.9523809523809524
1227,526,5.0,Plato,Plato Decaf Coffee,0.9505703422053232
649,527,5.0,Bravo,Bravo Beef Soup,0.9487666034155597
1371,527,5.0,Hilltop,Hilltop Childrens Aspirin,0.9487666034155597
664,529,5.0,Akron,Akron City Map,0.945179584120983
1541,529,5.0,CDR,CDR Corn Oil,0.945179584120983
1531,530,5.0,Modell,Modell Wheat Bread,0.9433962264150944
480,636,6.0,Dollar,Dollar Monthly Home Magazine,0.9433962264150944
1069,530,5.0,Bird Call,Bird Call Mint Mouthwash,0.9433962264150944
83,531,5.0,Golden,Golden Orange Popsicles,0.9416195856873822
1196,531,5.0,Musial,Musial Spicy Mints,0.9416195856873822
780,531,5.0,Cormorant,Cormorant Silver Cleaner,0.9416195856873822
998,531,5.0,Even Better,Even Better Whole Milk,0.9416195856873822
736,425,4.0,Consolidated,Consolidated Tartar Control Toothpaste,0.9411764705882352
680,532,5.0,Gorilla,Gorilla Chocolate Milk,0.9398496240601504
347,532,5.0,Better,Better Fancy Canned Sardines,0.9398496240601504
977,532,5.0,Big City,Big City Canned Peaches,0.9398496240601504
777,532,5.0,Cormorant,Cormorant Frying Pan,0.9398496240601504
28,532,5.0,Blue Label,Blue Label Canned Peas,0.9398496240601504
872,639,6.0,Nationeel,Nationeel Golden Raisins,0.9389671361502347
1508,534,5.0,Gulf Coast,Gulf Coast Mints,0.9363295880149813
1301,534,5.0,Booker,Booker Cheese Spread,0.9363295880149813
1274,535,5.0,Pleasant,Pleasant Chicken Noodle Soup,0.9345794392523363
383,535,5.0,Moms,Moms Corned Beef,0.9345794392523363
915,643,6.0,BBB Best,BBB Best French Roast Coffee,0.9331259720062209
1455,536,5.0,Hermanos,Hermanos Canned Peanuts,0.9328358208955223
577,536,5.0,Walrus,Walrus Imported Beer,0.9328358208955223
983,536,5.0,Even Better,Even Better Sour Cream,0.9328358208955223
274,644,6.0,Great,Great Pumpernickel Bread,0.9316770186335404
