customer_key,revenue,gross_product_profit,quantity_sold,shopping_days,customer_rank,customer_percentile,cumulative_revenue_share_pct
4211,287.38,171.89000000000001,146,8,1716,19.407373897308304,57.28610803805194
3005,287.34,175.5,124,8,1717,19.418683555756616,57.302392109328636
9447,287.32,170.61,128,11,1718,19.42999321420493,57.318675047169585
866,287.3,170.18,125,7,1719,19.441302872653246,57.334956851574816
6032,287.27,177.48,120,6,1720,19.45261253110156,57.351236955826415
3596,287.1,168.68,127,9,1721,19.463922189549876,57.36750742587423
1721,286.95,176.29,143,14,1722,19.475231847998188,57.38376939515399
10174,286.9,172.15,119,9,1723,19.486541506446507,57.400028530844416
8510,286.75,171.28,133,7,1724,19.49785116489482,57.41627916576678
1893,286.67,172.07,123,11,1725,19.509160823343137,57.432525266946186
3471,286.61,169.55,139,8,1726,19.52047048179145,57.44876796781837
8176,286.56,170.02,135,8,1727,19.531780140239764,57.46500783510121
117,286.52,171.58,115,8,1728,19.54308979868808,57.48124543551256
9564,286.49,173.95000000000002,139,10,1729,19.554399457136395,57.4974813357703
1663,286.48,169.85,135,8,1730,19.56570911558471,57.51371666931019
5171,286.28,171.31,134,8,1731,19.577018774033025,57.529940668492664
2791,285.69,168.81,140,9,1732,19.58832843248134,57.54613123132081
704,285.66,167.94,124,10,1733,19.599638090929655,57.562320093995346
1994,285.56,172.8,135,7,1734,19.610947749377967,57.57850328949118
2856,285.32,172.27,140,11,1735,19.622257407826282,57.594672883758136
4614,285.21,177.09,130,10,1736,19.633567066274598,57.610836244128514
1788,285.05,170.28,153,10,1737,19.644876724722913,57.62699053701298
188,285.04,173.2,137,12,1738,19.656186383171228,57.64314426317958
9622,285.04,168.42,118,7,1739,19.667496041619543,57.65929798934618
5846,285.01,167.55,123,9,1740,19.67880570006786,57.67545001535916
8919,284.95,166.02,129,7,1741,19.690115358516174,57.69159864106492
3267,284.8,175.7,138,11,1742,19.70142501696449,57.707738766002635
2525,284.7,170.26,134,13,1743,19.7127346754128,57.72387322376166
5464,284.69,165.63,140,11,1744,19.72404433386112,57.74000711480279
6750,284.68,171.03,131,11,1745,19.73535399230943,57.75614043912607
2449,284.64,171.33,125,10,1746,19.74666365075775,57.772271496577865
5676,284.6,175.60999999999999,125,11,1747,19.75797330920606,57.78840028715818
1777,283.94,169.05,129,8,1748,19.769282967654377,57.80449167435907
3149,283.82,169.99,114,11,1749,19.780592626102692,57.82057626094552
6209,283.65999999999997,170.24,147,10,1750,19.791902284551007,57.83665178004607
3577,283.53,167.96,132,9,1751,19.803211942999322,57.85271993181429
8163,283.52,171.22,131,8,1752,19.814521601447634,57.86878751686464
4468,283.08,164.43,129,10,1753,19.825831259895953,57.88483016632872
405,283.03,169.45,128,9,1754,19.837140918344264,57.90086998220344
6821,282.91,172.57,126,7,1755,19.84845057679258,57.91690299746372
3153,282.9,167.95,145,9,1756,19.859760235240895,57.93293544600614
1560,282.88,174.18,149,9,1757,19.87106989368921,57.94896676111282
8557,282.76,168.98,132,7,1758,19.882379552137525,57.96499127560505
5147,282.57,164.87,136,11,1759,19.89368921058584,57.98100502245775
352,282.47,168.53,146,10,1760,19.904998869034156,57.99701310213175
941,282.45,169.4,123,12,1761,19.91630852748247,58.01302004837001
10019,282.36,167.22,131,9,1762,19.927618185930783,58.02902189414745
1754,282.36,174.94,130,6,1763,19.9389278443791,58.045023739924886
1957,282.33,170.9,129,10,1764,19.950237502827413,58.0610238855487
2825,281.96,164.76,129,9,1765,19.961547161275732,58.07700306261133
6452,281.8,163.99,133,7,1766,19.972856819724043,58.09297317218805
1144,281.56,169.85,137,9,1767,19.984166478172362,58.108929680535894
2890,281.5,170.07999999999998,149,9,1768,19.995476136620674,58.12488278857651
328,281.25,169.65,117,7,1769,20.00678579506899,58.14082172867037
4253,280.83,169.05,144,10,1770,20.018095453517304,58.15673686661369
2304,280.78000000000003,166.85999999999999,132,11,1771,20.029405111965616,58.17264917096766
6970,280.57,169.24,137,7,1772,20.040714770413935,58.18854957424636
1026,280.53000000000003,168.54,143,7,1773,20.052024428862246,58.20444771065358
3776,279.87,166.09,153,11,1774,20.063334087310565,58.22030844368139
3195,279.71,166.72,133,7,1775,20.074643745758877,58.23616010922327
2568,279.63,163.95,128,10,1776,20.085953404207192,58.2520072410222
7052,279.42,167.42,123,10,1777,20.097263062655507,58.267842471745844
2121,279.19,163.76,136,9,1778,20.108572721103823,58.28366466795849
6607,279.14,166.39,140,10,1779,20.119882379552138,58.29948403058178
2215,278.93,166.57999999999998,138,9,1780,20.131192038000453,58.31529149212981
7747,278.85,160.26,141,7,1781,20.142501696448768,58.33109441993487
340,278.74,169.9,144,10,1782,20.153811354897083,58.346891113843355
8886,278.64,167.84,138,7,1783,20.165121013345395,58.36268214057315
6376,278.57,168.02,121,6,1784,20.176430671793714,58.37846920027785
4836,278.52,167.57,124,10,1785,20.187740330242026,58.394253426393206
5054,278.47,171.9,139,9,1786,20.19904998869034,58.41003481891921
2381,278.4,167.77,131,10,1787,20.210359647138656,58.425812244420115
9495,278.33,165.03,130,12,1788,20.22166930558697,58.441585702895935
8865,278.3,161.2,128,12,1789,20.232978964035286,58.45735746121815
9522,278.08,158.96,123,6,1790,20.2442886224836,58.47311675174722
2777,277.95,165.48,130,10,1791,20.255598280931917,58.48886867494399
2893,277.75,164.27,115,9,1792,20.26690793938023,58.504609263783344
8015,277.64,168.38,134,10,1793,20.278217597828547,58.52034361872613
1538,277.51,166.29,126,8,1794,20.28952725627686,58.53607060633662
59,277.51,169.13,135,6,1795,20.300836914725178,58.5517975939471
1916,277.4,162.49,125,11,1796,20.31214657317349,58.56751834766102
6017,277.13,171.82,127,8,1797,20.323456231621805,58.58322379999243
2151,276.87,164.16,117,9,1798,20.33476589007012,58.59891451765924
462,276.75,164.97,135,11,1799,20.346075548518435,58.614598434711596
8568,276.7,164.16,117,7,1800,20.35738520696675,58.63027951817461
7598,276.55,165.82,117,8,1801,20.368694865415065,58.64595210086957
9540,276.51,165.51,138,10,1802,20.38000452386338,58.66162241669306
2188,276.48,167.47,133,12,1803,20.391314182311696,58.67729103236292
118,276.27,165.83,131,10,1804,20.402623840760008,58.69294774695752
8558,276.15,163.71,129,12,1805,20.413933499208323,58.70859766093769
742,276.05,166.56,124,6,1806,20.425243157656638,58.72424190773916
1177,275.86,169.91,99,8,1807,20.436552816104953,58.73987538690108
2622,275.8,169.75,136,9,1808,20.44786247455327,58.755505465755796
4718,275.74,167.28,131,11,1809,20.459172133001584,58.771132144303294
6710,275.19,165.35,119,9,1810,20.4704817914499,58.78672765336793
9671,275.13,165.83,131,12,1811,20.48179144989821,58.80231976212536
4707,275.07,168.2,128,8,1812,20.49310110834653,58.81790847057555
7139,275.03,161.64000000000001,121,7,1813,20.50441076679484,58.83349491215427
880,274.99,170.65,144,9,1814,20.51572042524316,58.84907908686151
461,274.97,163.28,120,9,1815,20.52703008369147,58.864662128133006
3755,274.96,168.07,113,8,1816,20.53833974213979,58.88024460268664
4043,274.84,168.47,130,8,1817,20.549649400588102,58.895820276625834
9574,274.72,161.67000000000002,129,10,1818,20.560959059036417,58.91138914995058
7618,274.36,164.06,136,10,1819,20.572268717484732,58.92693762143201
5405,274.33,164.91,129,9,1820,20.583578375933048,58.94248439275982
9830,273.88,164.53,121,7,1821,20.594888034381363,58.958005661783496
2617,273.85,162.62,120,7,1822,20.606197692829674,58.97352523065356
9374,273.64,167.68,135,8,1823,20.617507351277993,58.98903289844834
8439,273.48,159.81,123,8,1824,20.628817009726305,59.00453149875722
645,273.42,160.9,142,10,1825,20.64012666817462,59.02002669875886
9488,273.41,163.39,134,8,1826,20.651436326622935,59.03552133204265
178,273.1,162.5,132,11,1827,20.66274598507125,59.05099839707246
8438,272.94,163.27,117,10,1828,20.674055643519566,59.06646639461635
5000,272.85,165.75,119,7,1829,20.68536530196788,59.08192929169941
6180,272.64,164.15,139,13,1830,20.696674960416196,59.09738028770719
697,272.49,164.60999999999999,123,9,1831,20.70798461886451,59.112822782946935
2666,272.49,161.39,122,8,1832,20.719294277312823,59.128265278186674
6948,272.3,162.99,122,8,1833,20.730603935761142,59.14369700578689
5681,272.24,162.84,122,9,1834,20.741913594209453,59.15912533307988
3032,271.98,163.07,118,10,1835,20.753223252657772,59.17453892570824
4555,271.97,159.23,122,8,1836,20.764532911106084,59.189951951618745
4461,271.6,159.37,130,8,1837,20.7758425695544,59.205344008968055
1084,271.56,163.60999999999999,125,7,1838,20.787152228002714,59.22073379944588
8989,271.54,158.7,126,8,1839,20.79846188645103,59.23612245648797
2742,271.44,157.62,121,12,1840,20.809771544899345,59.25150544635136
6339,271.43,165.76,146,12,1841,20.821081203347656,59.266887869496884
477,271.24,165.68,125,8,1842,20.832390861795975,59.28225952500288
7630,271.17,167.37,118,8,1843,20.843700520244287,59.29762721348377
8713,271.17,161.21,114,8,1844,20.855010178692606,59.31299490196468
3162,270.94,164.56,131,10,1845,20.866319837140917,59.328349555934565
8841,270.68,158.72,127,10,1846,20.877629495589233,59.343689475239835
3291,270.01,164.68,119,7,1847,20.888939154037548,59.358991424447815
5541,269.82,160.93,122,8,1848,20.900248812485863,59.37428260601626
4959,269.7,160.31,120,9,1849,20.911558470934178,59.389566986970266
5852,269.55,165.32999999999998,124,7,1850,20.922868129382493,59.404842867156226
7775,269.36,157.81,116,8,1851,20.93417778783081,59.42010797970265
2699,269.02,159.55,127,7,1852,20.945487446279124,59.435353823841496
5351,269.0,160.06,137,8,1853,20.956797104727436,59.45059853454461
9592,268.99,160.16,143,9,1854,20.968106763175754,59.465842678529846
5389,268.95,156.1,114,7,1855,20.979416421624066,59.481084555643605
6424,268.86,162.84,150,8,1856,20.99072608007238,59.49632133229653
1738,268.72,157.05,127,9,1857,21.002035738520696,59.511550174899284
3056,268.67,156.8,124,9,1858,21.01334539696901,59.52677618391268
2673,268.49,162.3,133,8,1859,21.024655055417327,59.54199199200442
2376,268.40999999999997,162.64,120,10,1860,21.03596471386564,59.557203266353184
1202,267.97,157.84,124,11,1861,21.047274372313957,59.57238960511568
5555,267.74,158.6,127,12,1862,21.05858403076227,59.58756290936718
1975,267.43,160.15,136,11,1863,21.069893689210588,59.60271864536468
943,267.34,160.34,123,8,1864,21.0812033476589,59.61786928090138
3566,267.28,161.48,132,7,1865,21.092513006107218,59.633016516130844
1375,267.09,159.01,130,8,1866,21.10382266455553,59.64815298372079
10073,267.09,156.27,122,10,1867,21.115132323003845,59.66328945131073
3236,266.97,161.04,130,7,1868,21.12644198145216,59.67841911828623
2156,266.9,162.64,143,11,1869,21.137751639900475,59.69354481823663
7408,266.76,158.32,108,7,1870,21.14906129834879,59.70866258413686
7079,266.74,161.0,123,10,1871,21.160370956797106,59.72377921660134
2195,266.71,157.23,111,8,1872,21.17168061524542,59.73889414891222
6216,266.71,152.86,129,6,1873,21.182990273693733,59.75400908122309
1626,266.69,154.73,136,12,1874,21.194299932142048,59.76912288009824
774,266.52,162.71,120,7,1875,21.205609590590363,59.78422704476958
8285,266.47,155.85,115,9,1876,21.21691924903868,59.79932837585158
8411,266.44,155.61,131,10,1877,21.228228907486994,59.81442800677996
6849,266.37,158.67,113,8,1878,21.23953856593531,59.82952367068326
882,266.23,160.69,120,7,1879,21.250848224383624,59.84461140053639
8562,265.94,159.19,139,8,1880,21.26215788283194,59.85968269557126
9074,265.82,156.9,138,9,1881,21.27346754128025,59.874747189991716
2589,265.7,157.27,117,7,1882,21.28477719972857,59.889804883797716
3695,265.68,155.4,136,9,1883,21.29608685817688,59.90486144416798
6570,265.44,158.86,125,8,1884,21.3073965166252,59.91990440330937
1387,265.12,156.52,136,9,1885,21.318706175073512,59.93492922747892
1545,265.11,158.58,125,9,1886,21.330015833521827,59.94995348493061
3805,265.03,153.66,135,9,1887,21.341325491970142,59.964973208639314
8912,264.86,160.17,118,10,1888,21.352635150418457,59.979983298144255
9270,264.82,157.92,123,8,1889,21.363944808866773,59.994991120777705
4410,264.8,160.42000000000002,124,13,1890,21.375254467315084,60.00999780997541
3386,264.78,161.59,124,7,1891,21.386564125763403,60.02500336573738
3213,264.66,159.21,141,10,1892,21.397873784211715,60.04000212088491
759,264.45,154.13,136,9,1893,21.409183442660034,60.054988974957155
9338,264.3,157.46,114,10,1894,21.420493101108345,60.06996732826136
4784,264.24,160.16,123,8,1895,21.43180275955666,60.08494228125836
1445,264.15,161.02,120,8,1896,21.443112418004976,60.09991213379451
6894,264.15,154.6,117,9,1897,21.45442207645329,60.11488198633066
2656,264.15,157.49,117,12,1898,21.465731734901606,60.12985183886681
5339,264.11,158.76,126,8,1899,21.47704139334992,60.14481942453149
9395,263.82,159.85,121,9,1900,21.488351051798237,60.159770575377934
7595,263.65,160.49,138,7,1901,21.499660710246552,60.174712092020584
9243,263.63,153.79,132,7,1902,21.510970368694863,60.189652475227504
5447,263.51,158.54,128,10,1903,21.522280027143182,60.204586057819974
6212,263.3,155.45,133,11,1904,21.533589685591494,60.21950773933719
241,263.09,161.21,117,8,1905,21.544899344039813,60.23441751977913
6353,263.02,155.69,126,5,1906,21.556209002488124,60.24932333319597
9402,262.65,159.52,121,8,1907,21.56751866093644,60.264208178051625
9422,262.64,154.21,121,7,1908,21.578828319384755,60.27909245618941
3635,262.59,158.92000000000002,86,6,1909,21.590137977833066,60.29397390073784
1999,262.58,158.22,121,8,1910,21.601447636281385,60.308854778568424
5451,262.56,158.75,126,8,1911,21.612757294729697,60.32373452296325
1133,262.55,153.76,106,9,1912,21.624066953178016,60.33861370064021
7788,262.55,155.72,141,10,1913,21.635376611626327,60.35349287831716
3097,262.52,160.38,126,8,1914,21.646686270074646,60.368370355840504
9562,262.48,156.26,119,8,1915,21.657995928522958,60.38324556649237
2316,262.4,161.12,117,9,1916,21.669305586971273,60.398116243401276
3938,262.22,155.91,137,9,1917,21.680615245419588,60.412976719388524
5406,262.01,153.76,124,9,1918,21.691924903867903,60.4278252943005
2270,261.93,158.44,137,8,1919,21.70323456231622,60.44266933546951
4443,261.81,158.55,120,7,1920,21.714544220764534,60.45750657602409
8644,261.65000000000003,155.34,128,11,1921,21.72585387921285,60.47233474909274
9901,261.41,153.5,146,11,1922,21.737163537661164,60.48714932093251
8370,261.14,157.06,121,10,1923,21.748473196109476,60.501948591389784
6729,261.12,152.58,112,7,1924,21.759782854557795,60.51674672841134
5167,261.06,156.72,122,7,1925,21.771092513006106,60.53154146512567
4875,260.95,155.61,139,13,1926,21.78240217145442,60.54632996794342
2737,260.76,151.88,110,8,1927,21.793711829902737,60.56110770312164
3046,260.7,155.57,119,11,1928,21.805021488351052,60.57588203799264
9394,260.67,154.53,103,6,1929,21.816331146799367,60.590654672710045
7348,260.56,159.86,129,11,1930,21.82764080524768,60.60542107353086
8263,260.11,155.71,124,9,1931,21.838950463695998,60.62016197204755
9942,260.1,153.94,129,12,1932,21.85026012214431,60.63490230384636
5782,260.06,156.81,113,12,1933,21.861569780592628,60.64964036877368
4196,260.06,160.49,127,11,1934,21.87287943904094,60.66437843370102
10160,260.0,157.89,115,11,1935,21.884189097489255,60.67911309832111
9162,259.99,156.2,117,9,1936,21.89549875593757,60.69384719622335
7678,259.9,155.77,125,11,1937,21.906808414385885,60.708576193664754
4125,259.82,154.08,112,8,1938,21.9181180728342,60.7233006573632
315,259.68,152.83,119,6,1939,21.929427731282516,60.738017187011465
5070,259.34,155.82,123,11,1940,21.94073738973083,60.752714448252156
9606,259.33,153.63,115,10,1941,21.952047048179146,60.767411142774975
8,259.14,152.97,122,10,1942,21.96335670662746,60.78209706965825
4928,259.03,151.9,120,13,1943,21.974666365075773,60.79677676264497
7138,258.82,155.17,128,9,1944,21.98597602352409,60.81144455455642
9602,258.78,152.54,115,8,1945,21.997285681972404,60.826110079596376
3001,258.73,154.76,127,11,1946,22.00859534042072,60.84077277104699
3919,258.72,152.04,116,10,1947,22.019904998869034,60.85543489577974
3796,258.6,156.09,118,11,1948,22.03121465731735,60.870090219898046
1074,258.45,150.72,115,10,1949,22.042524315765665,60.88473704324829
6301,258.3,154.96,114,7,1950,22.05383397421398,60.8993753658305
1648,258.21999999999997,150.41,125,11,1951,22.06514363266229,60.91400915466975
4258,258.21,153.62,126,8,1952,22.07645329111061,60.92864237679112
6511,258.14,149.79,123,7,1953,22.087762949558922,60.9432716318874
1669,258.1,150.95,115,10,1954,22.09907260800724,60.9578986201122
5578,258.08,156.04,119,8,1955,22.110382266455552,60.97252447490127
1196,258.07,150.75,132,8,1956,22.121691924903867,60.98714976297247
2039,257.17,151.08,114,7,1957,22.133001583352183,61.001724046435356
226,257.14,157.38,119,10,1958,22.144311241800498,61.01629662974464
376,257.05,154.76,140,9,1959,22.155620900248813,61.0308641125931
490,257.05,153.09,115,9,1960,22.166930558697125,61.04543159544155
3977,256.7,154.98,130,10,1961,22.178240217145444,61.059979243164555
6429,256.67,156.43,113,6,1962,22.189549875593755,61.074525190733944
2708,256.45,155.29,122,9,1963,22.200859534042074,61.08905867051019
830,256.25,149.39,115,8,1964,22.212169192490386,61.10358081592905
8526,256.21,151.27,119,8,1965,22.2234788509387,61.11810069447642
6057,256.12,156.21,123,9,1966,22.234788509387016,61.13261547256297
5078,256.11,152.31,127,9,1967,22.24609816783533,61.147129683931645
1064,255.94,155.22,119,6,1968,22.257407826283647,61.16163426109652
7368,255.76,151.47,135,7,1969,22.26871748473196,61.176128637339744
6228,255.56,151.63,121,9,1970,22.280027143180277,61.19061167922557
8782,255.54,155.39,125,11,1971,22.291336801628592,61.20509358767566
5968,255.38,153.53,114,7,1972,22.302646460076904,61.219566428639816
248,255.34,151.98,107,7,1973,22.313956118525223,61.2340370027325
9013,255.28,156.1,109,7,1974,22.325265776973534,61.24850417651797
873,254.91,151.86,120,7,1975,22.336575435421853,61.26295038174224
10260,254.51,150.29,117,7,1976,22.347885093870165,61.27737391825171
3550,254.39000000000001,150.72,109,7,1977,22.35919475231848,61.29179065414674
5283,254.28,153.6,124,5,1978,22.370504410766795,61.3062011561452
4783,254.0,157.63,137,10,1979,22.381814069215107,61.320595790043306
9660,253.91,150.35,112,8,1980,22.393123727663426,61.33498532348057
6843,253.81,152.41,119,8,1981,22.404433386111737,61.34936918973914
771,253.74,150.66,119,9,1982,22.415743044560056,61.36374908897263
4510,253.72,149.66,111,7,1983,22.427052703008368,61.37812785477037
4942,253.72,150.37,109,9,1984,22.438362361456683,61.39250662056811
4405,253.63,150.93,131,13,1985,22.449672019904998,61.40688028590502
4447,253.56,153.18,127,9,1986,22.460981678353313,61.42124998421684
3540,253.42,151.64,111,9,1987,22.47229133680163,61.43561174847848
2053,253.18,154.74,108,6,1988,22.483600995249944,61.44995991151124
3961,252.6,152.15,118,9,1989,22.49491065369826,61.46427520490755
10214,252.56,147.94,135,7,1990,22.506220312146574,61.478588231432376
6531,252.5,155.14000000000001,110,7,1991,22.51752997059489,61.49289785764998
5322,252.33,145.38,111,8,1992,22.528839629043205,61.50719784966378
10280,252.32999999999998,145.8,128,7,1993,22.540149287491516,61.52149784167761
532,252.27,151.43,124,12,1994,22.55145894593983,61.5357944333842
7676,252.11,150.28,128,7,1995,22.562768604388147,61.550081957604874
2686,252.08,152.07,112,10,1996,22.574078262836462,61.56436778167193
10140,252.01,152.22,123,9,1997,22.585387921284777,61.57864963871391
6793,251.95000000000002,157.38,104,7,1998,22.596697579733092,61.59292809544866
8410,251.86,153.48,117,10,1999,22.608007238181408,61.607201451722595
6490,251.76,146.67,110,10,2000,22.61931689662972,61.62146914081781
4425,251.53,151.8,124,11,2001,22.630626555078038,61.63572379540202
826,251.44,148.79,116,9,2002,22.64193621352635,61.649973349525396
6988,251.25,144.5,111,7,2003,22.65324587197467,61.664212136009255
6738,251.16,151.94,115,9,2004,22.66455553042298,61.678445822032266
8994,250.97,150.82,116,12,2005,22.675865188871295,61.692668740415755
7997,250.91,145.77,135,9,2006,22.68717484731961,61.70688825849203
6938,250.79,151.16,117,12,2007,22.698484505767926,61.72110097595386
20,250.72,147.44,112,7,2008,22.70979416421624,61.7353097263906
2730,250.25,146.97,108,6,2009,22.721103822664556,61.749491841087455
5162,250.20000000000002,144.57999999999998,112,9,2010,22.73241348111287,61.76367112219495
5276,249.45,146.97,124,6,2011,22.743723139561187,61.7778078994622
6014,249.43,150.56,116,7,2012,22.755032798009502,61.791943543293705
7976,249.34,144.3,127,9,2013,22.766342456457814,61.80607408666439
9299,249.34,149.98,121,8,2014,22.77765211490613,61.82020463003507
1811,249.33,146.35999999999999,99,11,2015,22.788961773354444,61.83433460668789
4804,249.31,144.66,135,8,2016,22.80027143180276,61.84846344990497
1117,249.2,146.48,104,8,2017,22.811581090251074,61.862586059225464
7652,249.18,151.95,122,9,2018,22.82289074869939,61.87670753511022
10015,249.04999999999998,144.3,122,9,2019,22.834200407147705,61.890821643662676
8716,249.03,146.69,114,6,2020,22.84551006559602,61.904934618779386
5652,248.99,152.32999999999998,119,9,2021,22.856819724044332,61.91904532702461
6609,248.62,146.83,119,9,2022,22.86812938249265,61.93313506670866
757,248.26,149.63,112,6,2023,22.879439040940962,61.94720440454938
3901,248.24,149.88,117,8,2024,22.89074869938928,61.96127260895435
4040,248.21,146.45,106,8,2025,22.902058357837593,61.97533911320573
4454,248.06,152.72,121,6,2026,22.913368016285908,61.98939711668905
3771,247.99,150.47,125,5,2027,22.924677674734223,62.00345115314728
1940,247.81,147.37,123,9,2028,22.93598733318254,62.01749498868385
7609,247.7,145.97,122,7,2029,22.947296991630854,62.03153259032385
8815,247.69,143.32,108,8,2030,22.958606650079165,62.045569625245975
9301,247.5,146.28,124,6,2031,22.969916308527484,62.05959589252858
6788,247.4,149.38,106,8,2032,22.981225966975796,62.07361649263247
10152,247.23,149.34,106,10,2033,22.99253562542411,62.08762745853258
2533,247.12,150.04,102,7,2034,23.003845283872426,62.10163219053613
221,247.07,148.76,118,9,2035,23.01515494232074,62.11563408895032
4779,247.05,143.91,99,9,2036,23.026464600769057,62.12963485392877
10281,246.9,143.41,93,4,2037,23.03777425921737,62.143627118139165
9801,246.86,148.56,104,7,2038,23.049083917665687,62.15761711547809
7734,246.74,145.68,115,7,2039,23.060393576114002,62.17160031220257
1309,246.52,147.03,124,7,2040,23.071703234562317,62.18557104113391
5340,246.32,141.48,116,11,2041,23.083012893010633,62.19953043570785
5739,246.28,148.4,119,8,2042,23.094322551458944,62.21348756341032
6551,246.2,146.97,109,9,2043,23.105632209907263,62.227440157369806
7373,245.92000000000002,147.23,115,8,2044,23.116941868355575,62.24137688322895
3012,245.89000000000001,143.28,103,5,2045,23.128251526803894,62.25531190893447
8382,245.81,147.09,99,6,2046,23.139561185252205,62.26924240089704
6124,245.64,147.82,127,9,2047,23.15087084370052,62.28316325865582
1575,245.55,147.55,108,10,2048,23.162180502148836,62.29707901595377
5982,245.46,147.5,127,11,2049,23.173490160597147,62.31098967279088
6882,245.44,148.61,109,9,2050,23.184799819045466,62.32489919619226
1996,245.14000000000001,146.88,119,10,2051,23.196109477493778,62.33879171805753
6334,245.06,144.1,125,8,2052,23.207419135942096,62.352679706179856
2054,245.01,142.4,117,8,2053,23.218728794390408,62.36656486071283
1619,244.65,142.99,103,9,2054,23.230038452838723,62.38042961340247
3206,244.59,144.81,110,8,2055,23.24134811128704,62.394290965784904
1319,244.59,142.66,113,9,2056,23.252657769735354,62.40815231816733
1848,244.5,144.72,107,8,2057,23.26396742818367,62.42200857008894
7852,244.42,144.08,118,8,2058,23.275277086631984,62.43586028826756
799,244.3,145.44,127,10,2059,23.2865867450803,62.449705205831776
8139,244.16,144.28,120,8,2060,23.297896403528615,62.46354218934578
1379,244.11,144.2,109,8,2061,23.30920606197693,62.47737633927045
5589,244.09,148.53,109,7,2062,23.320515720425245,62.491209355759395
5994,243.91,146.75,118,6,2063,23.331825378873557,62.50503217132666
6665,243.91,145.85,111,7,2064,23.343135037321872,62.51885498689391
5858,243.88,143.29,118,9,2065,23.354444695770187,62.53267610230757
8619,243.86,144.54,121,9,2066,23.365754354218502,62.546496084285494
4736,243.73,146.93,140,11,2067,23.377064012666818,62.5603086989311
5135,243.51,150.75,111,6,2068,23.388373671115133,62.57410884578357
7039,243.44,145.77,114,6,2069,23.399683329563448,62.587905025610944
1736,243.39,141.81,113,10,2070,23.41099298801176,62.60169837184897
4499,243.24,146.61,120,9,2071,23.42230264646008,62.615483217318946
9397,243.24,142.42000000000002,130,8,2072,23.43361230490839,62.629268062788924
5090,243.2,143.48,126,9,2073,23.44492196335671,62.64305064138742
6182,243.16,145.18,121,9,2074,23.45623162180502,62.65683095311443
9101,243.06,141.81,117,10,2075,23.467541280253336,62.67060559766276
1582,242.98,145.15,118,10,2076,23.47885093870165,62.68437570846811
2818,242.95,146.44,106,8,2077,23.490160597149966,62.69814411911986
1511,242.95,144.37,131,10,2078,23.50147025559828,62.711912529771595
9419,242.75,142.87,108,9,2079,23.512779914046597,62.72566960606595
1432,242.72,147.06,117,9,2080,23.524089572494912,62.739424982206685
8925,242.65,146.62,132,8,2081,23.535399230943224,62.75317639132233
6022,242.54,146.27,122,9,2082,23.54670888939154,62.76692156654141
9129,242.51,144.11,124,7,2083,23.558018547839854,62.78066504160687
8146,242.49,145.48,107,8,2084,23.56932820628817,62.7944073832366
1588,242.46,145.12,106,9,2085,23.580637864736484,62.808148024712715
5304,242.28,145.77,129,8,2086,23.5919475231848,62.821878465267176
2858,242.25,142.78,90,4,2087,23.603257181633115,62.83560720566802
4080,242.17000000000002,145.43,115,9,2088,23.61456684008143,62.8493314123259
3680,241.93,147.63,126,7,2089,23.625876498529745,62.863042017754914
5746,241.89,146.93,121,9,2090,23.63718615697806,62.87675035631244
2502,241.79,146.95,101,7,2091,23.648495815426372,62.890453027691265
4573,241.69,138.51,114,10,2092,23.65980547387469,62.90415003189139
10176,241.61,146.52,109,11,2093,23.671115132323003,62.91784250234856
2200,241.51,143.06,114,9,2094,23.68242479077132,62.93152930562703
2486,241.45,145.49,109,5,2095,23.693734449219633,62.94521270859828
8873,241.4,139.88,119,9,2096,23.70504410766795,62.95889327798017
3363,241.36,139.89000000000001,119,8,2097,23.716353766116264,62.97257158049059
9709,241.14,143.85,105,6,2098,23.727663424564575,62.98623741520786
9703,241.13,146.96,121,6,2099,23.738973083012894,62.99990268320727
5668,240.86,143.52,113,8,2100,23.750282741461206,63.01355264982419
907,240.68,143.37,98,7,2101,23.761592399909524,63.02719241551944
2688,240.63,139.9,118,8,2102,23.772902058357836,63.04082934762534
8890,240.53,148.32,107,10,2103,23.78421171680615,63.054460612552546
7206,240.48,145.79,108,7,2104,23.795521375254467,63.06808904389041
1376,240.48,142.9,111,6,2105,23.80683103370278,63.08171747522826
4362,240.42000000000002,144.04,122,7,2106,23.818140692151097,63.09534250625889
5204,240.38,140.37,122,9,2107,23.829450350599412,63.10896527041804
8844,240.29,144.51,111,13,2108,23.840760009047727,63.122582934116366
4243,240.27,143.81,110,11,2109,23.852069667496043,63.13619946437896
1485,240.26000000000002,141.58,113,8,2110,23.863379325944358,63.14981542792367
1408,240.24,137.2,115,4,2111,23.874688984392673,63.16343025803265
1542,240.23,141.44,126,10,2112,23.885998642840985,63.17704452142377
1058,240.06,145.18,109,7,2113,23.897308301289304,63.19064915061108
10274,239.99,142.68,108,6,2114,23.908617959737615,63.204249812773305
8255,239.96,142.0,105,10,2115,23.91992761818593,63.21784877478191
3681,239.85,144.54,118,7,2116,23.931237276634246,63.23144150289397
2911,239.83,147.23,102,6,2117,23.94254693508256,63.24503309757028
1042,239.43,143.25,110,8,2118,23.953856593530876,63.258602023531786
4623,239.24,141.88,106,10,2119,23.965166251979188,63.272160181853764
3325,239.12,137.54,113,10,2120,23.976475910427506,63.285711539561305
424,238.7,143.57999999999998,96,6,2121,23.987785568875818,63.299239095118295
